,Shipments: Attributes Ocean type category,Shipments: Attributes Shipment ID,Shipments: Attributes Tradelane,Shipments: Attributes Gross Weight (kg),Shipments: Attributes Volume (cbm),Shipment Containers: Distance Final Port to Destination Distance in mile,Shipment Containers: Distance Origin to First Port Distance in km,Shipments: Attributes Freight Type,Shipments: Locations Arrival port Coordinates,Shipments: Locations Departure port Coordinates,Port pair,Total Actual Days
2097,coloaded_lcl,2967285,TPEB,340.6,3.434,199.50,"1,126.57",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,43.0
2098,coloaded_lcl,2981767,TPEB,746.54,4.45,13.18,"1,310.48",Port to Door,"32.7764749,-79.93105120000001","18.9499361,72.9511875",INNSA - USCHS,84.0
2099,coloaded_lcl,2981687,TPEB,420,5.346,2.69,77.76,Port to Door,"47.2528768,-122.4442906","11.5563738,104.9282099",KHPNH - USTIW,77.0
2100,coloaded_lcl,2929090,TPEB,"1,505.1",11.67,734.62,43.87,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,82.0
2101,coloaded_lcl,2879173,TAWB,961,6.279,102.49,113.36,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,50.0
2102,coloaded_lcl,2923028,TPEB,"2,743.6",11.51,64.34,85.64,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,70.0
2103,coloaded_lcl,2951831,TAEB,439.53,6.201,172.07,284.60,Door to Door,"57.70887,11.97456","32.0808989,-81.091203",USSAV - SEGOT,64.0
2104,coloaded_lcl,2962129,TPEB,601.86,1.478,953.73,17.86,Door to Door,"40.735657,-74.1723667","5.4356367,100.3091",MYPEN - USNYC,72.0
2105,coloaded_lcl,2995244,TPEB,716.3,2.117,592.64,5.87,Door to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,61.0
2106,coloaded_lcl,2999927,ROW,"2,972",3.725,17.29,15.40,Port to Door,"10.8230989,106.6296638","22.3193039,114.1693611",HKHKG - VNSGN,25.0
2107,coloaded_lcl,2956382,TPEB,200,1.11,27.67,28.95,Port to Door,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USDAL,72.0
2108,coloaded_lcl,2929303,TPEB,"4,382",7.164,43.70,17.65,Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USCHI,65.0
2109,coloaded_lcl,2966812,TPEB,255.18,1.72,840.73,43.16,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,70.0
2110,flxt_lcl,2981311,TPEB,"3,872.91",15.38,181.41,179.53,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,44.0
2111,coloaded_lcl,2969447,FEWB,"1,055.2",5.15,140.43,234.67,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,69.0
2112,coloaded_lcl,2956282,TPEB,162.46,0.72,18.07,37.47,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,40.0
2113,coloaded_lcl,2965247,TPEB,"1,104.32",10.476,774.50,39.86,Port to Door,"36.8507689,-76.28587259999999","18.9499361,72.9511875",INNSA - USCHI,58.0
2114,coloaded_lcl,2964565,TAWB,"2,485",12.299,594.35,390.06,Door to Door,"34.0522342,-118.2436849","53.5510846,9.9936819",DEHAM - USLAX,82.0
2115,flxt_lcl,2969833,TPEB,833.5,5.84,353.26,21.60,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,58.0
2116,flxt_lcl,3006060,TPEB,261.5,1.841,454.20,23.16,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,39.0
2117,coloaded_lcl,2932005,TPEB,"1,335.64",8.51,93.85,32.11,Port to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,71.0
2118,coloaded_lcl,2937156,TPEB,242.36,1.524,747.20,61.08,Door to Door,"40.735657,-74.1723667","13.7505781,100.7943199",THLKR - USNYC,97.0
2119,flxt_lcl,3002353,TPEB,799,0.97,26.59,323.05,Door to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,42.0
2120,coloaded_lcl,2944111,TPEB,"1,390.96",12.12,60.64,34.99,Port to Door,"34.0522342,-118.2436849","-7.2574719,112.7520883",IDSUB - USLAX,69.0
2121,flxt_lcl,3006052,TPEB,"5,036",17.134,"1,733.85",2.91,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,42.0
2122,flxt_lcl,2956441,TPEB,"1,125",4.69,39.22,295.77,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,64.0
2123,coloaded_lcl,2943925,FEWB,239,1.16,95.13,285.71,Port to Door,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,83.0
2124,coloaded_lcl,2995281,FEWB,"1,256",6.6,66.67,2.75,Port to Door,"53.5510846,9.9936819","10.8230989,106.6296638",VNSGN - DEHAM,71.0
2125,coloaded_lcl,2929989,TPEB,597.21,3.69,96.24,21.84,Port to Door,"40.735657,-74.1723667","10.8230989,106.6296638",VNSGN - USNYC,66.0
2126,coloaded_lcl,2974433,TPEB,120,0.67,423.01,77.79,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CAVAN,65.0
2127,coloaded_lcl,2952437,TPEB,198.81,2.09,109.60,90.98,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,49.0
2128,coloaded_lcl,2927120,TPEB,578,4.67,19.77,41.24,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CATOR,54.0
2129,coloaded_lcl,2960645,TPEB,119.44,1.2,958.11,134.22,Port to Door,"33.7700504,-118.1937395","16.0544563,108.0717219",VNDAD - USSFO,59.0
2130,coloaded_lcl,2951602,TPEB,"1,807.5",14.27,"1,616.35",86.55,Door to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,73.0
2131,coloaded_lcl,2962280,FEWB,56.33,0.4,116.24,24.76,Port to Door,"51.961726,1.351255","14.5995124,120.9842195",PHMNL - GBFXT,74.0
2132,coloaded_lcl,2960186,FEWB,953.7,4.26,166.63,93.52,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,63.0
2133,coloaded_lcl,2950624,FEWB,357.5,4.52,6.02,55.43,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,68.0
2134,flxt_lcl,2924531,TPEB,878,3.96,357.70,188.96,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,59.0
2135,coloaded_lcl,2943262,TPEB,736.2,5.29,"1,837.80",58.21,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,64.0
2136,coloaded_lcl,2992153,TAWB,610,6.01,271.55,42.61,Door to Door,"40.735657,-74.1723667","41.1827778,-8.703055599999999",PTLEI - USNYC,57.0
2137,coloaded_lcl,2952497,TPEB,"2,787.01",14.04,855.34,72.62,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,46.0
2138,coloaded_lcl,2987023,ROW,206.77,2.96,325.52,29.31,Door to Door,"45.263473,-66.07295","41.1827778,-8.703055599999999",PTLEI - CAMTR,51.0
2139,coloaded_lcl,2935564,TPEB,"1,471.2",6.151,247.64,4.81,Port to Door,"33.7700504,-118.1937395","13.7563309,100.5017651",THBKK - USCHI,68.0
2140,coloaded_lcl,2967876,TPEB,"2,394.3",14.79,185.01,308.87,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USDAL,62.0
2141,coloaded_lcl,2980918,TPEB,"3,726",8.36,953.73,57.25,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,79.0
2142,coloaded_lcl,2984590,TAWB,122,1.0,466.16,43.28,Port to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,67.0
2143,flxt_lcl,2960178,TPEB,403,1.24,35.35,301.39,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,59.0
2144,coloaded_lcl,2942464,TPEB,324.8,2.079,588.85,22.62,Port to Door,"33.7700504,-118.1937395","13.0826802,80.2707184",INMAA - USLGB,76.0
2145,flxt_lcl,3000817,TPEB,395,5.348,45.39,22.57,Port to Door,"34.0522342,-118.2436849","22.3193039,114.1693611",HKHKG - USLAX,38.0
2146,coloaded_lcl,2962257,TPEB,"1,747.15",8.67,18.07,8.95,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,35.0
2147,coloaded_lcl,2844633,TPEB,447,1.76,594.35,21.40,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,51.0
2148,coloaded_lcl,2967332,TPEB,647.94,6.58,412.56,7.93,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,57.0
2149,coloaded_lcl,2967915,FEWB,"6,524.8",39.6,140.43,214.60,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,75.0
2150,coloaded_lcl,2941859,TPEB,136.2,0.62,188.17,"1,127.09",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,55.0
2151,flxt_lcl,2906230,TPEB,387,1.68,363.08,252.17,Door to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,52.0
2152,flxt_lcl,2995373,TPEB,550,1.05,26.59,169.72,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,35.0
2153,coloaded_lcl,2929603,TPEB,677.95,3.54,8.48,8.76,Port to Door,"34.0522342,-118.2436849","7.873053999999999,80.77179699999999",LKCMB - USLAX,59.0
2154,coloaded_lcl,2948533,FEWB,"1,500",6.15,407.48,8.28,Door to Door,"49.49437,0.107929","22.3193039,114.1693611",HKHKG - FRLEH,82.0
2155,coloaded_lcl,2976889,TPEB,584.53,7.1,423.01,10.83,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CAVAN,69.0
2156,coloaded_lcl,2907985,TPEB,730.13,4.5,96.24,21.84,Port to Door,"40.735657,-74.1723667","10.8230989,106.6296638",VNSGN - USNYC,61.0
2157,coloaded_lcl,2921650,TPEB,"2,688",13.697,383.46,"1,230.10",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,56.0
2158,flxt_lcl,2990226,TPEB,100,0.93,"2,051.82",23.73,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,42.0
2159,coloaded_lcl,2936658,TPEB,295.2,4.6,"1,804.44",118.41,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,69.0
2160,coloaded_lcl,2937106,FEWB,281,2.76,166.63,15.42,Port to Door,"51.961726,1.351255","10.8230989,106.6296638",VNSGN - GBFXT,68.0
2161,flxt_lcl,2999731,TPEB,"2,151.7",3.48,26.59,169.72,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,37.0
2162,coloaded_lcl,2889670,FEWB,"1,590.7",9.62,21.74,276.55,Port to Door,"51.9244201,4.4777326","8.764166099999999,78.1348361",INTUT - NLRTM,99.0
2163,coloaded_lcl,2943380,TPEB,977.58,7.2,19.77,21.71,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CATOR,74.0
2164,coloaded_lcl,2956033,TPEB,"1,090.2",16.12,"1,745.18",88.80,Port to Port,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,41.0
2165,coloaded_lcl,2958322,TPEB,404.52,3.69,111.27,90.98,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,47.0
2166,coloaded_lcl,2967849,TPEB,"1,706.75",9.136,26.28,283.49,Port to Door,"34.0522342,-118.2436849","13.0826802,80.2707184",INMAA - USLAX,76.0
2167,coloaded_lcl,2992324,TPEB,"2,411.9",12.24,57.08,10.90,Port to Door,"33.7700504,-118.1937395","35.1795543,129.0756416",KRPUS - USLGB,36.0
2168,coloaded_lcl,2975171,TAWB,"2,433",7.392,30.84,"1,155.38",Door to Door,"45.5016889,-73.567256","53.5510846,9.9936819",DEHAM - USCHI,61.0
2169,coloaded_lcl,2943233,FEWB,"1,491",4.58,4.98,155.15,Port to Door,"50.90970040000001,-1.4043509","22.6272784,120.3014353",TWKHH - GBSOU,96.0
2170,coloaded_lcl,2992024,TAEB,105.23,0.806,47.21,16.16,Port to Door,"51.2194475,4.4024643","34.0522342,-118.2436849",USLAX - BEANR,100.0
2171,coloaded_lcl,2934268,FEWB,25.52,0.15,87.11,24.39,Port to Door,"53.5510846,9.9936819","34.6900806,135.1956311",JPUKB - DEHAM,79.0
2172,coloaded_lcl,2970597,FEWB,"1,261",3.847,325.92,"1,121.21",Port to Door,"53.5510846,9.9936819","18.9499361,72.9511875",INNSA - DEHAM,55.0
2173,coloaded_lcl,2933696,FEWB,525,2.26,50.13,323.23,Port to Door,"51.9244201,4.4777326","35.1795543,129.0756416",KRPUS - NLRTM,87.0
2174,coloaded_lcl,2969962,TPEB,565.81,4.468,9.91,53.32,Port to Door,"34.0522342,-118.2436849","13.7505781,100.7943199",THLKR - USLAX,54.0
2175,coloaded_lcl,2984409,TAWB,230,1.392,69.27,171.55,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,46.0
2176,coloaded_lcl,2983460,FEWB,470,1.0,105.47,520.28,Door to Door,"51.5100908,0.4595977","13.0826802,80.2707184",INMAA - GBLGP,75.0
2177,coloaded_lcl,2949000,FEEB,76.48,1.15,23.37,184.56,Port to Door,"31.24589,121.49222","41.0082376,28.9783589",TRIST - CNSHG,58.0
2178,coloaded_lcl,2969599,FEWB,"1,512",8.449,109.64,13.70,Door to Door,"51.9244201,4.4777326","1.352083,103.819836",SGSIN - NLRTM,57.0
2179,coloaded_lcl,2967936,FEWB,"4,367.8",23.06,140.43,214.60,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,71.0
2180,coloaded_lcl,2990206,TPEB,282.92,1.59,630.69,53.91,Door to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,84.0
2181,coloaded_lcl,2981211,TPEB,315.62,1.52,630.69,53.91,Door to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,85.0
2182,coloaded_lcl,2892612,TPEB,"1,676.88",10.944,75.83,34.34,Port to Door,"54.3150367,-130.3208187","-6.2087634,106.845599",IDJKT - CATOR,77.0
2183,coloaded_lcl,2931136,FEWB,584,3.0,131.77,5.03,Port to Door,"57.70887,11.97456","24.8607343,67.0011364",PKKHI - SEGOT,64.0
2184,flxt_lcl,2991384,TPEB,206.52,2.45,45.27,290.50,Door to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,39.0
2185,flxt_lcl,2981639,TPEB,"1,309.4",2.48,181.41,26.91,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,39.0
2186,coloaded_lcl,2961481,TPEB,"1,083.5",4.39,"2,197.57",70.37,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,47.0
2187,flxt_lcl,2958425,TPEB,"1,970.3",8.32,69.54,296.68,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,59.0
2188,coloaded_lcl,2986244,TPEB,213.8,0.86,407.37,49.89,Port to Door,"47.2528768,-122.4442906","22.6272784,120.3014353",TWKHH - USSEA,71.0
2189,coloaded_lcl,2953328,TPEB,367.9,2.9,19.77,8.43,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CATOR,77.0
2190,flxt_lcl,2988560,TPEB,"1,147.82",5.38,109.88,173.39,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,44.0
2191,coloaded_lcl,2965027,TPEB,"1,720.82",9.87,840.73,43.16,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,64.0
2192,flxt_lcl,2991048,TPEB,138,0.714,"1,684.91",5.18,Port to Door,"34.0522342,-118.2436849","22.3193039,114.1693611",HKHKG - USLAX,48.0
2193,coloaded_lcl,2966780,TPEB,77.66,0.48,50.14,43.16,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,60.0
2194,coloaded_lcl,2939315,TAWB,112,0.997,21.00,482.88,Door to Door,"37.8043514,-122.2711639","53.5510846,9.9936819",DEHAM - USOAK,96.0
2195,coloaded_lcl,2907838,FEWB,478.96,2.68,48.87,96.03,Port to Door,"51.9244201,4.4777326","-7.0051453,110.4381254",IDSRG - NLRTM,75.0
2196,coloaded_lcl,2990854,TPEB,167.42,1.13,74.75,171.54,Port to Door,"37.8043514,-122.2711639","22.6272784,120.3014353",TWKHH - USOAK,53.0
2197,coloaded_lcl,2977444,TPEB,674.64,6.076,843.24,49.76,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,45.0
2198,coloaded_lcl,2923880,TPEB,890.8,6.64,"2,036.00",43.16,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,77.0
2199,flxt_lcl,2921272,FEWB,675,3.87,15.29,239.55,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,65.0
2200,flxt_lcl,2983436,TPEB,"1,661.14",12.74,45.27,21.79,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,38.0
2201,coloaded_lcl,2985024,LATAM OB,7,0.085,28.29,193.11,Port to Door,"53.5510846,9.9936819","-12.0508491,-77.1259843",PECLL - NLRTM,70.0
2202,coloaded_lcl,2960942,TAWB,691,2.47,455.71,27.07,Door to Door,"34.0522342,-118.2436849","41.3850639,2.1734035",ESBCN - USLAX,54.0
2203,coloaded_lcl,2976858,TPEB,212.5,1.77,162.69,76.88,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CAVAN,48.0
2204,flxt_lcl,2948496,FEWB,151.15,1.03,15.29,226.54,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,61.0
2205,coloaded_lcl,2966797,TPEB,30.46,0.23,162.69,43.16,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CAVAN,49.0
2206,flxt_lcl,2923466,TPEB,"1,598",5.63,953.73,179.53,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,75.0
2207,flxt_lcl,2985202,TPEB,661,2.08,373.88,282.73,Door to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,39.0
2208,coloaded_lcl,2905269,TPEB,"2,128",8.38,"2,138.15",12.88,Port to Door,"34.0522342,-118.2436849","14.5995124,120.9842195",PHMNL - USLAX,110.0
2209,coloaded_lcl,2926836,TPEB,329,3.07,92.58,8.52,Port to Door,"40.735657,-74.1723667","10.8230989,106.6296638",VNSGN - USNYC,51.0
2210,coloaded_lcl,2973784,ROW,480,2.83,24.79,38.27,Door to Door,"35.6761919,139.6503106","5.4356367,100.3091",MYPEN - JPTYO,38.0
2211,flxt_lcl,2971883,TPEB,"1,500",7.94,60.31,303.84,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,41.0
2212,coloaded_lcl,2902971,FEWB,133.35,1.321,115.80,21.79,Port to Door,"51.961726,1.351255","-6.2087634,106.845599",IDJKT - GBFXT,88.0
2213,flxt_lcl,2967272,TPEB,"3,872",16.6,592.64,299.43,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,75.0
2214,coloaded_lcl,2918654,TPEB,"3,581.99",17.517,50.09,6.42,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,45.0
2215,coloaded_lcl,2948590,FEEB,20.87,1.0,55.60,175.36,Port to Door,"22.543096,114.057865","41.0082376,28.9783589",TRIST - CNSZP,117.0
2216,coloaded_lcl,2904897,FEWB,169,1.61,21.40,13.54,Port to Door,"51.961726,1.351255","10.8230989,106.6296638",VNSGN - GBFXT,66.0
2217,coloaded_lcl,2930591,FEWB,"1,175.5",4.87,116.24,32.11,Port to Door,"51.961726,1.351255","14.5995124,120.9842195",PHMNL - GBFXT,81.0
2218,coloaded_lcl,2973991,TPEB,"1,494",5.67,316.85,182.39,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,60.0
2219,flxt_lcl,2964973,FEWB,480.4,3.06,15.29,477.26,Port to Port,"53.5510846,9.9936819","8.764166099999999,78.1348361",INTUT - DEHAM,49.0
2220,coloaded_lcl,2931538,TPEB,252,2.371,96.25,11.77,Port to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,62.0
2221,coloaded_lcl,2953135,TPEB,"1,923",10.5,28.20,489.12,Port to Door,"40.735657,-74.1723667","22.356851,91.7831819",BDCGP - USNYC,69.0
2222,coloaded_lcl,2974026,TPEB,"1,421",6.32,317.49,182.39,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,61.0
2223,coloaded_lcl,2893185,TPEB,"1,034.7",9.58,19.77,1.86,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CATOR,83.0
2224,coloaded_lcl,2970891,TAWB,"1,512.45",11.67,142.76,15.96,Door to Door,"29.746047,-95.287854","44.4056499,8.946256",ITGOA - USHOU,48.0
2225,coloaded_lcl,2918599,FEWB,"2,656.5",19.06,135.74,268.25,Port to Door,"51.961726,1.351255","25.0329694,121.5654177",TWTPE - GBFXT,65.0
2226,coloaded_lcl,2927429,TPEB,125.51,1.072,8.48,16.92,Door to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,42.0
2227,flxt_lcl,2970055,TPEB,"1,562.5",7.6,59.40,173.39,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,43.0
2228,coloaded_lcl,2949132,TPEB,478.82,3.62,"1,311.94",260.33,Port to Port,"34.0522342,-118.2436849","7.873053999999999,80.77179699999999",LKCMB - USLAX,56.0
2229,coloaded_lcl,2984560,TAWB,"1,861",10.857,313.58,46.61,Door to Port,"29.746047,-95.287854","51.9244201,4.4777326",NLRTM - USHOU,77.0
2230,coloaded_lcl,2946540,FEEB,405.88,5.21,7.75,175.36,Port to Door,"-37.8136276,144.9630576","41.0082376,28.9783589",TRIST - AUMEL,75.0
2231,coloaded_lcl,2941976,TPEB,429,3.435,747.93,13.70,Door to Door,"40.735657,-74.1723667","1.352083,103.819836",SGSIN - USNYC,75.0
2232,coloaded_lcl,2948346,TPEB,280.63,2.56,24.54,6.82,Port to Door,"49.2827291,-123.1207375","-6.2087634,106.845599",IDJKT - CAVAN,62.0
2233,coloaded_lcl,2998240,TAEB,741.63,8.684,0.88,573.34,Port to Port,"50.90970040000001,-1.4043509","34.0522342,-118.2436849",USLAX - GBLON,71.0
2234,coloaded_lcl,2933983,TPEB,827.15,11.61,153.95,74.09,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USCHI,75.0
2235,flxt_lcl,2945268,TPEB,510.6,4.64,179.40,142.22,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,65.0
2236,coloaded_lcl,2953297,TPEB,"1,431.42",16.33,855.34,45.94,Port to Door,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,80.0
2237,coloaded_lcl,2999918,TPEB,730,5.59,407.37,310.81,Port to Door,"47.2528768,-122.4442906","22.6272784,120.3014353",TWKHH - USSEA,69.0
2238,coloaded_lcl,2948646,FEWB,631.61,4.87,79.10,74.09,Door to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,80.0
2239,flxt_lcl,2990892,TPEB,286,3.01,592.64,142.22,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,67.0
2240,coloaded_lcl,2972039,TAWB,480,2.11,"1,986.51",164.90,Port to Door,"34.0522342,-118.2436849","44.1024504,9.824082599999999",ITSPE - USLAX,70.0
2241,coloaded_lcl,2965626,TAWB,"1,616.1",4.737,"2,438.16",608.99,Door to Door,"40.735657,-74.1723667","41.0082376,28.9783589",TRIST - USNYC,72.0
2242,coloaded_lcl,2955696,TPEB,"1,265.36",8.21,54.37,140.47,Port to Door,"33.7700504,-118.1937395","16.0544563,108.0717219",VNDAD - USLAX,63.0
2243,coloaded_lcl,2971394,TPEB,"1,037",8.39,221.50,18.37,Port to Door,"47.2528768,-122.4442906","10.8230989,106.6296638",VNSGN - USTIW,64.0
2244,coloaded_lcl,2914295,FEEB,88.5,0.72,4.53,813.41,Port to Door,"29.868336,121.54399","57.70887,11.97456",SEGOT - CNNGB,79.0
2245,flxt_lcl,2949378,TPEB,128.19,2.52,"2,114.73",193.65,Door to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,45.0
2246,coloaded_lcl,2843811,FEWB,"7,008.4",13.92,64.77,37.61,Port to Door,"59.43696079999999,24.7535747","25.0329694,121.5654177",TWTPE - LTVNO,90.0
2247,coloaded_lcl,2939245,TAWB,345,1.92,455.71,155.89,Door to Door,"34.0522342,-118.2436849","53.5510846,9.9936819",DEHAM - USLAX,86.0
2248,flxt_lcl,2988763,TPEB,252.54,2.1,408.51,123.35,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,37.0
2249,coloaded_lcl,2929961,TPEB,"1,233.2",7.49,64.34,62.76,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,81.0
2250,flxt_lcl,2985445,TPEB,"2,738",9.41,"1,736.21",2.91,Port to Door,"34.0522342,-118.2436849","22.3193039,114.1693611",HKHKG - USLAX,46.0
2251,coloaded_lcl,2913705,FEWB,986.05,7.83,185.35,49.51,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,69.0
2252,coloaded_lcl,2925000,TPEB,211.8,1.368,"2,457.68",219.07,Door to Door,"34.0522342,-118.2436849","2.999852,101.39283",MYPKG - USLAX,108.0
2253,coloaded_lcl,3017121,ROW,362.06,1.735,38.54,24.22,Port to Port,"35.6761919,139.6503106","22.3193039,114.1693611",HKHKG - JPTYO,
2254,coloaded_lcl,2997726,TPEB,133.1,0.69,407.37,174.55,Port to Door,"47.2528768,-122.4442906","22.6272784,120.3014353",TWKHH - USSEA,83.0
2255,coloaded_lcl,2976028,LATAM OB,"2,310",13.104,864.09,29.23,Port to Door,"25.7616798,-80.1917902","-12.0508491,-77.1259843",PECLL - USMIA,83.0
2256,coloaded_lcl,2957092,ROW,480.43,7.9,28.29,175.36,Port to Door,"51.2194475,4.4024643","41.0082376,28.9783589",TRIST - NLRTM,70.0
2257,coloaded_lcl,2963927,TAEB,"5,049.39",12.612,56.33,35.92,Port to Door,"53.4083714,-2.9915726","44.64876350000001,-63.5752387",CAHAL - GBLIV,51.0
2258,coloaded_lcl,2912072,FEWB,205,1.5,29.20,13.30,Door to Door,"51.9244201,4.4777326","-37.8136276,144.9630576",AUMEL - NLRTM,119.0
2259,coloaded_lcl,2967456,TPEB,"1,416",1.353,635.83,35.66,Door to Door,"40.735657,-74.1723667","13.0826802,80.2707184",INMAA - USNYC,90.0
2260,flxt_lcl,3001870,TPEB,226,0.386,455.39,2.13,Port to Door,"34.0522342,-118.2436849","22.3193039,114.1693611",HKHKG - USLAX,39.0
