,Shipments: Attributes Ocean type category,Shipments: Attributes Shipment ID,Shipments: Attributes Tradelane,Shipments: Attributes Gross Weight (kg),Shipments: Attributes Volume (cbm),Shipment Containers: Distance Final Port to Destination Distance in mile,Shipment Containers: Distance Origin to First Port Distance in km,Shipments: Attributes Freight Type,Shipments: Locations Arrival port Coordinates,Shipments: Locations Departure port Coordinates,Port pair,Total Actual Days
667,flxt_lcl,2984032,FEWB,195,2.35,115.80,31.26,Port to Door,"51.961726,1.351255","22.556499,114.236875",CNYTN - GBFXT,60.0
668,flxt_lcl,3008964,TPEB,"1,140.48",7.29,64.34,296.68,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,86.0
669,coloaded_lcl,2997501,TPEB,960,5.645,27.67,28.95,Port to Door,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USDAL,50.0
670,coloaded_lcl,3021289,TAWB,135.13,2.3,333.62,175.36,Port to Door,"45.5016889,-73.567256","41.0082376,28.9783589",TRIST - CAMTR,57.0
671,coloaded_lcl,3043565,TAWB,75,0.48,294.05,495.01,Door to Door,"45.5016889,-73.567256","53.5510846,9.9936819",DEHAM - USCHI,62.0
672,coloaded_lcl,3003805,FEWB,676.87,3.65,116.24,2.65,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,61.0
673,coloaded_lcl,3015192,TPEB,236.2,2.23,93.85,24.76,Port to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,71.0
674,coloaded_lcl,2987609,FEWB,943.04,5.66,15.29,247.08,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,50.0
675,coloaded_lcl,3010030,TPEB,"1,498.9",8.12,54.37,227.98,Port to Door,"34.0522342,-118.2436849","22.356851,91.7831819",BDCGP - USLAX,72.0
676,flxt_lcl,3032612,TPEB,"2,866.8",9.77,45.27,12.66,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,38.0
677,coloaded_lcl,3022580,TPEB,"2,418.14",11.49,11.65,5.69,Port to Door,"47.6062095,-122.3320708","22.356851,91.7831819",BDCGP - USSEA,88.0
678,coloaded_lcl,3031536,FEWB,"1,015.6",3.558,79.10,196.94,Port to Door,"51.9244201,4.4777326","35.6761919,139.6503106",JPTYO - NLRTM,
679,coloaded_lcl,3042673,TAWB,225,2.17,271.55,42.61,Door to Door,"40.735657,-74.1723667","41.1827778,-8.703055599999999",PTLEI - USNYC,72.0
680,coloaded_lcl,3015180,FEWB,849.8,6.91,116.24,24.76,Port to Door,"51.961726,1.351255","14.5995124,120.9842195",PHMNL - GBFXT,76.0
681,coloaded_lcl,3020455,TPEB,68.21,0.627,9.94,5.06,Door to Door,"49.2827291,-123.1207375","22.3193039,114.1693611",HKHKG - CAVAN,55.0
682,coloaded_lcl,2967627,TPEB,325,1.0,"2,334.87",236.47,Port to Door,"34.0522342,-118.2436849","8.764166099999999,78.1348361",INTUT - USLAX,86.0
683,flxt_lcl,3012241,TPEB,255.6,2.6,592.64,288.20,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,
684,coloaded_lcl,3015265,TPEB,221.92,2.299,26.00,164.61,Door to Door,"34.0522342,-118.2436849","-6.2087634,106.845599",IDJKT - USLAX,70.0
685,coloaded_lcl,3025161,TPEB,"1,641",11.8,289.57,10.16,Door to Door,"40.735657,-74.1723667","10.8230989,106.6296638",VNSGN - USNYC,59.0
686,coloaded_lcl,2984617,TPEB,"1,363.39",11.232,11.44,5.83,Port to Door,"34.0522342,-118.2436849","18.9499361,72.9511875",INNSA - USLAX,91.0
687,coloaded_lcl,2969244,TPEB,"4,446.8",14.088,"1,206.16",111.85,Port to Door,"34.0522342,-118.2436849","35.18145060000001,136.9065571",JPNGO - USLAX,51.0
688,coloaded_lcl,3049991,TAEB,"1,291.22",3.65,71.00,385.81,Door to Door,"51.9244201,4.4777326","36.8507689,-76.28587259999999",USORF - NLRTM,69.0
689,coloaded_lcl,3021271,TAWB,82.82,1.96,"2,286.60",175.36,Port to Door,"45.5016889,-73.567256","41.0082376,28.9783589",TRIST - CAMTR,63.0
690,coloaded_lcl,3027479,TPEB,"1,814",1.388,167.02,302.87,Port to Door,"34.0522342,-118.2436849","35.1795543,129.0756416",KRPUS - USCHI,65.0
691,flxt_lcl,3039239,TPEB,349,2.285,350.99,9.19,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,32.0
692,coloaded_lcl,3013990,TPEB,162.87,1.35,162.69,22.98,Port to Door,"49.2827291,-123.1207375","11.5563738,104.9282099",KHPNH - CAVAN,
693,coloaded_lcl,3000756,TPEB,155.47,1.16,13.13,118.09,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CATOR,79.0
694,coloaded_lcl,2924640,TPEB,387.9,2.252,"1,953.25",11.91,Door to Door,"34.0522342,-118.2436849","35.6761919,139.6503106",JPTYO - USLAX,70.0
695,coloaded_lcl,3022050,TPEB,260,4.993,9.62,5.50,Port to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,56.0
696,coloaded_lcl,2983901,TPEB,714.4,7.743,64.02,58.24,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,53.0
697,coloaded_lcl,2999253,TPEB,"16,670.01",9.615,28.59,"1,132.56",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,55.0
698,coloaded_lcl,3040927,TAWB,225,1.4,592.50,163.06,Door to Door,"34.0522342,-118.2436849","53.5510846,9.9936819",DEHAM - USLAX,79.0
699,flxt_lcl,3039223,TPEB,426.65,12.45,622.38,133.95,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,38.0
700,coloaded_lcl,3005118,TPEB,916.7,6.819,181.64,"1,401.87",Port to Door,"34.0522342,-118.2436849","18.9499361,72.9511875",INNSA - USLAX,87.0
701,flxt_lcl,3048051,TPEB,666,3.06,352.77,29.36,Port to Door,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USLAX,34.0
702,coloaded_lcl,3025155,TPEB,650,10.15,808.68,10.16,Door to Door,"40.735657,-74.1723667","10.8230989,106.6296638",VNSGN - USNYC,66.0
703,coloaded_lcl,3009210,ROW,43.74,1.0,28.29,175.36,Port to Door,"51.2194475,4.4024643","41.0082376,28.9783589",TRIST - NLRTM,84.0
704,coloaded_lcl,3022263,TPEB,318.1,3.39,"2,083.32",292.55,Door to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,70.0
705,coloaded_lcl,3036288,TAEB,"6,191.54",5.352,298.43,62.59,Door to Door,"53.5510846,9.9936819","40.735657,-74.1723667",USNYC - DEHAM,44.0
706,coloaded_lcl,3013908,TPEB,"1,060",3.95,31.32,55.90,Port to Door,"47.2528768,-122.4442906","20.8449115,106.6880841",VNHPH - USTIW,63.0
707,flxt_lcl,3004416,TPEB,885,3.75,39.22,295.77,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,84.0
708,coloaded_lcl,2922357,TPWB,293.02,5.826,10.02,177.74,Door to Door,"13.7563309,100.5017651","34.0522342,-118.2436849",USLAX - THBKK,62.0
709,flxt_lcl,2874118,FEWB,"1,036.5",2.483,26.38,22.26,Port to Door,"55.5689298,9.749516999999999","18.9499361,72.9511875",INNSA - DKAAR,89.0
710,coloaded_lcl,3011496,TPEB,440,4.186,747.93,13.70,Door to Door,"40.735657,-74.1723667","1.352083,103.819836",SGSIN - USNYC,
711,coloaded_lcl,2967511,FEWB,202.46,1.89,77.89,208.85,Port to Door,"51.9244201,4.4777326","22.356851,91.7831819",BDCGP - NLRTM,61.0
712,coloaded_lcl,3042548,TAWB,350,1.277,69.27,392.44,Door to Door,"40.735657,-74.1723667","57.70887,11.97456",SEGOT - USNYC,35.0
713,coloaded_lcl,3003818,TPEB,531.12,3.835,93.85,19.66,Port to Door,"40.735657,-74.1723667","10.6267867,103.5115545",KHKOS - USNYC,72.0
714,flxt_lcl,3053773,TPEB,301.87,1.2,18.36,263.00,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,37.0
715,coloaded_lcl,3028555,TPWB,584.23,2.045,18.46,29.56,Door to Door,"-37.8136276,144.9630576","33.7700504,-118.1937395",USLGB - AUMEL,55.0
716,coloaded_lcl,3003714,TPEB,"1,099.8",7.13,44.73,58.21,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,62.0
717,coloaded_lcl,3032755,TAWB,"2,584.25",18.806,569.02,23.38,Port to Door,"40.735657,-74.1723667","41.1827778,-8.703055599999999",PTLEI - USNYC,32.0
718,coloaded_lcl,3004649,TPEB,450,5.05,341.23,73.39,Door to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,54.0
719,coloaded_lcl,3013678,TPEB,"2,501",6.208,630.69,4.53,Port to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,58.0
720,coloaded_lcl,3015930,FEWB,"2,907.3",15.62,93.86,235.81,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,74.0
721,coloaded_lcl,3013776,FEWB,"2,965.36",11.09,30.89,85.18,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,80.0
722,flxt_lcl,3002474,FEWB,866,3.28,38.35,33.63,Port to Door,"51.9244201,4.4777326","22.556499,114.236875",CNYTN - NLRTM,55.0
723,coloaded_lcl,3023249,TPEB,"1,865",8.61,10.10,29.69,Port to Door,"49.2827291,-123.1207375","22.556499,114.236875",CNYTN - CAVAN,50.0
724,coloaded_lcl,3052191,TPEB,16,0.049,109.95,334.69,Door to Door,"33.7700504,-118.1937395","35.1795543,129.0756416",KRPUS - USLGB,31.0
725,coloaded_lcl,3028315,TPEB,282,1.783,286.38,453.81,Port to Door,"34.0522342,-118.2436849","24.4795099,118.0894799",CNXMN - USCHI,59.0
726,coloaded_lcl,3015217,FEWB,"1,985",9.89,48.87,2.75,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,74.0
727,coloaded_lcl,3002543,TPEB,345.9,0.961,109.60,45.04,Port to Door,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,64.0
728,coloaded_lcl,3011514,TPEB,"1,023.74",6.439,109.60,45.04,Port to Door,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,66.0
729,coloaded_lcl,2999766,TPEB,578.04,7.109,160.25,304.22,Port to Door,"34.0522342,-118.2436849","24.4795099,118.0894799",CNXMN - USCHI,61.0
730,coloaded_lcl,3013448,FEWB,"1,295.66",8.37,267.96,70.11,Port to Port,"44.4056499,8.946256","14.5995124,120.9842195",PHMNL - ITMIL,
731,coloaded_lcl,2974593,FEWB,722.07,4.07,28.29,82.70,Port to Door,"51.9244201,4.4777326","14.5995124,120.9842195",PHMNL - NLRTM,92.0
732,coloaded_lcl,2999024,FEWB,257.48,1.97,77.89,21.51,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,73.0
733,coloaded_lcl,2967605,TPEB,390,1.0,334.20,236.47,Port to Door,"34.0522342,-118.2436849","8.764166099999999,78.1348361",INTUT - USLAX,83.0
734,coloaded_lcl,3052623,TAWB,51,0.511,227.62,564.96,Door to Door,"40.735657,-74.1723667","49.49437,0.107929",FRLEH - USNYC,47.0
735,coloaded_lcl,2937506,FEWB,751.31,4.534,11.41,923.00,Port to Door,"51.9244201,4.4777326","18.9499361,72.9511875",INNSA - NLRTM,58.0
736,coloaded_lcl,3003800,TPEB,390,2.7,707.45,301.30,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,85.0
737,flxt_lcl,3022948,TPEB,61,0.76,"1,513.87",182.39,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,45.0
738,coloaded_lcl,3027792,TPEB,159,1.053,19.47,5.55,Door to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,63.0
739,coloaded_lcl,2967817,TPEB,"1,396.08",6.64,24.54,230.96,Port to Door,"49.2827291,-123.1207375","22.356851,91.7831819",BDCGP - CAVAN,77.0
740,coloaded_lcl,3002829,TPEB,"2,552.6",19.02,35.35,"1,310.48",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USCHI,73.0
741,coloaded_lcl,2972616,FEWB,"1,131",4.44,87.22,263.00,Port to Door,"51.961726,1.351255","25.0329694,121.5654177",TWTPE - GBFXT,73.0
742,coloaded_lcl,3008860,FEWB,"1,715.53",8.9,116.24,2.65,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,59.0
743,coloaded_lcl,3021660,TAEB,614.16,1.888,52.84,176.40,Door to Door,"53.5395845,8.580942499999999","34.0522342,-118.2436849",USLAX - CZPRG,52.0
744,coloaded_lcl,3047199,TPEB,437.59,4.147,9.31,"1,165.86",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,51.0
745,coloaded_lcl,3014718,TAEB,"4,535.47",6.921,65.62,287.00,Door to Door,"51.5073509,-0.1277583","40.735657,-74.1723667",USNYC - GBLON,49.0
746,coloaded_lcl,2986002,FEWB,972.85,10.624,1.61,6.04,Port to Door,"51.961726,1.351255","22.3193039,114.1693611",HKHKG - GBFXT,58.0
747,coloaded_lcl,2987896,TPEB,"2,353.5",14.76,24.54,206.13,Port to Door,"49.2827291,-123.1207375","22.356851,91.7831819",BDCGP - CAVAN,79.0
748,flxt_lcl,3062541,TPEB,393.5,1.467,42.91,24.22,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,
749,coloaded_lcl,3008311,FEWB,323,2.879,37.51,9.19,Door to Door,"51.9244201,4.4777326","22.3193039,114.1693611",HKHKG - NLRTM,85.0
750,flxt_lcl,3057764,TPEB,465,3.383,180.36,5.00,Port to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,33.0
751,coloaded_lcl,3025369,TPEB,699.04,3.25,600.20,29.82,Port to Door,"34.0522342,-118.2436849","13.7563309,100.5017651",THBKK - USLAX,52.0
752,coloaded_lcl,3056876,TAWB,547,2.375,70.06,231.98,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,41.0
753,coloaded_lcl,2985742,TPEB,50.1,0.52,93.85,32.11,Port to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,70.0
754,flxt_lcl,3002470,FEWB,"2,063",5.29,38.35,33.63,Port to Door,"51.9244201,4.4777326","22.556499,114.236875",CNYTN - NLRTM,55.0
755,coloaded_lcl,3021127,ROW,"1,401.53",7.614,13.95,6.51,Port to Door,"-33.8688197,151.2092955","-6.2087634,106.845599",IDJKT - AUSYD,52.0
756,coloaded_lcl,3055873,TAWB,680,2.5,69.67,375.02,Door to Door,"40.735657,-74.1723667","39.4699075,-0.3762881",ESVLC - USNYC,34.0
757,coloaded_lcl,3025538,TPEB,298.17,2.23,"1,246.23",34.24,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,73.0
758,coloaded_lcl,3013516,FEWB,"2,198",9.726,29.64,11.93,Port to Door,"51.9244201,4.4777326","18.9499361,72.9511875",INNSA - NLRTM,64.0
759,coloaded_lcl,3064546,TAWB,"1,370",6.3,946.66,44.17,Door to Port,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,43.0
760,coloaded_lcl,2997148,TPEB,160.8,0.84,24.54,195.39,Door to Door,"49.2827291,-123.1207375","22.356851,91.7831819",BDCGP - CAVAN,76.0
761,coloaded_lcl,2965008,FEWB,"2,494.58",18.28,136.14,273.23,Port to Door,"51.5100908,0.4595977","8.764166099999999,78.1348361",INTUT - GBFXT,61.0
762,coloaded_lcl,3016865,FEWB,831.34,4.62,15.29,477.26,Port to Port,"53.5510846,9.9936819","8.764166099999999,78.1348361",INTUT - DEHAM,55.0
763,coloaded_lcl,3007470,FEWB,584.43,8.59,86.63,153.58,Port to Door,"51.961726,1.351255","10.6267867,103.5115545",KHKOS - GBFXT,64.0
764,flxt_lcl,3016773,TPEB,222.5,0.731,"1,511.44",11.61,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,44.0
765,coloaded_lcl,3029192,ROW,829.8,4.068,5.71,15.01,Door to Door,"22.3193039,114.1693611","1.352083,103.819836",SGSIN - HKHKG,17.0
766,coloaded_lcl,3014126,TAWB,305,0.912,60.63,673.52,Door to Door,"40.735657,-74.1723667","53.5510846,9.9936819",DEHAM - USNYC,37.0
767,coloaded_lcl,3000327,ROW,582,1.64,7.74,8.56,Port to Door,"-36.8484597,174.7633315","2.999852,101.39283",MYPKG - NZAKL,56.0
768,flxt_lcl,2958304,TPEB,459.6,5.0,169.27,181.20,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,71.0
769,flxt_lcl,2930668,FEWB,"1,262",5.3,27.25,29.20,Port to Door,"51.9244201,4.4777326","22.556499,114.236875",CNYTN - NLRTM,58.0
770,coloaded_lcl,3019231,ROW,72,1.0,26.04,164.90,Port to Door,"45.263473,-66.07295","44.4056499,8.946256",ITGOA - CATOR,71.0
771,coloaded_lcl,2950972,FEWB,147.75,1.0,48.87,139.30,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,65.0
772,coloaded_lcl,2882359,TPEB,"1,388.8",16.83,719.42,11.79,Port to Door,"40.735657,-74.1723667","5.4356367,100.3091",MYPEN - USNYC,78.0
773,coloaded_lcl,2991150,TPEB,"1,163.43",12.465,41.57,43.87,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,63.0
774,coloaded_lcl,3039472,TAWB,"1,072",4.08,"2,138.40",49.57,Door to Door,"40.735657,-74.1723667","41.3850639,2.1734035",ESBCN - USNYC,65.0
775,coloaded_lcl,3064896,FEWB,40.3,0.23,174.92,220.04,Port to Door,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,
776,coloaded_lcl,3009824,TPEB,"1,187.74",11.9,"1,716.75",90.98,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,53.0
777,coloaded_lcl,3051700,TAWB,154.3,1.31,843.76,51.24,Door to Door,"40.66,-74.047","41.3850639,2.1734035",ESBCN - USEWR,43.0
778,coloaded_lcl,3002982,TPEB,"1,597.83",7.171,539.50,4.85,Door to Door,"40.735657,-74.1723667","22.572646,88.36389500000001",INCCU - USNYC,78.0
779,coloaded_lcl,2978688,FEWB,"2,206.42",3.57,185.35,71.34,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,66.0
780,coloaded_lcl,3113087,TPEB,488.4,1.527,59.15,0.55,Port to Door,"34.0522342,-118.2436849","34.6937249,135.5022535",JPOSA - USLAX,
781,coloaded_lcl,2979540,FEWB,683.3,4.441,28.29,410.31,Port to Door,"51.9244201,4.4777326","-6.2087634,106.845599",IDJKT - NLRTM,76.0
782,coloaded_lcl,3014983,TPEB,264.14,1.69,"2,068.47",118.71,Door to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CAVAN,80.0
783,coloaded_lcl,2989847,TPEB,"1,361.07",10.5,"1,028.22",156.05,Door to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,85.0
784,coloaded_lcl,3013795,TPEB,"2,129.05",14.29,54.37,143.45,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,51.0
785,flxt_lcl,3056935,TPEB,338.3,2.0,181.64,153.25,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,42.0
786,coloaded_lcl,3054402,TAWB,860,5.069,227.62,164.90,Port to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,52.0
787,coloaded_lcl,3012468,FEWB,"2,242.23",2.932,147.02,421.03,Port to Door,"51.961726,1.351255","18.9499361,72.9511875",INNSA - GBFXT,57.0
788,coloaded_lcl,3045460,ROW,64.5,0.476,116.75,355.05,Door to Door,"22.3193039,114.1693611","35.1795543,129.0756416",KRPUS - HKHKG,16.0
789,coloaded_lcl,3119840,ROW,573.4,3.631,7.35,106.99,Port to Door,"22.3193039,114.1693611","35.4436739,139.6379639",JPYOK - HKHKG,
790,coloaded_lcl,3036094,TAWB,392,4.669,697.40,43.37,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,45.0
791,coloaded_lcl,3004319,TPEB,139.91,1.03,169.27,90.63,Port to Door,"40.735657,-74.1723667","10.8230989,106.6296638",VNSGN - USNYC,52.0
792,coloaded_lcl,3005090,FEWB,945,8.921,32.80,"1,163.45",Port to Door,"51.9244201,4.4777326","18.9499361,72.9511875",INNSA - NLRTM,53.0
793,coloaded_lcl,3049994,TPWB,"3,800.24",10.981,16.15,385.81,Door to Door,"22.3193039,114.1693611","33.7700504,-118.1937395",USLGB - HKHKG,55.0
794,coloaded_lcl,3027914,TPEB,"2,158.66",12.35,360.36,119.80,Door to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,54.0
795,coloaded_lcl,3009817,TPEB,"1,522.46",12.83,"1,716.75",90.98,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,53.0
796,flxt_lcl,2952538,FEWB,"3,123.96",11.548,26.38,0.22,Port to Door,"56.162939,10.203921","18.9499361,72.9511875",INNSA - DKAAR,59.0
797,coloaded_lcl,2996807,TPEB,530,0.46,"1,514.93",93.52,Door to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,68.0
798,coloaded_lcl,3025054,ROW,90.93,0.517,13.95,173.25,Port to Door,"-33.8688197,151.2092955","10.6267867,103.5115545",KHKOS - AUSYD,45.0
799,coloaded_lcl,3019187,FEWB,"9,619",12.66,147.02,280.51,Port to Door,"51.5100908,0.4595977","8.764166099999999,78.1348361",INTUT - GBFXT,66.0
800,coloaded_lcl,3019410,TPEB,283.9,3.999,188.17,5.83,Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,43.0
801,coloaded_lcl,3050940,TAWB,418,1.32,248.99,245.68,Door to Door,"32.7764749,-79.93105120000001","51.5100908,0.4595977",GBLGP - USCHS,67.0
802,coloaded_lcl,3019758,TPEB,"2,392.88",12.27,"1,222.61",28.30,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,75.0
803,coloaded_lcl,3039503,TAEB,745.26,1.982,37.80,16.87,Door to Door,"51.2194475,4.4024643","36.8507689,-76.28587259999999",USORF - NLRTM,47.0
804,coloaded_lcl,3018700,TPEB,142.25,0.75,423.01,181.50,Port to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CAVAN,73.0
805,flxt_lcl,3016598,TPEB,"1,203",9.31,286.38,31.30,Port to Door,"34.0522342,-118.2436849","22.556499,114.236875",CNYTN - USCHI,57.0
806,coloaded_lcl,3033412,TPEB,465.4,4.44,113.71,123.50,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,45.0
807,coloaded_lcl,2986397,TAEB,"1,170",7.792,38.23,888.17,Door to Door,"51.9244201,4.4777326","44.64876350000001,-63.5752387",CAHAL - NLRTM,51.0
808,coloaded_lcl,3005879,FEWB,379.49,2.174,116.24,162.55,Port to Door,"51.961726,1.351255","10.6267867,103.5115545",KHKOS - GBFXT,70.0
809,coloaded_lcl,3016754,TPEB,549,3.72,"1,833.99",7.25,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,64.0
810,coloaded_lcl,3008302,TPEB,784,12.19,107.96,10.16,Door to Door,"40.735657,-74.1723667","10.8230989,106.6296638",VNSGN - USNYC,60.0
811,coloaded_lcl,3018090,TPEB,390,5.135,206.53,337.43,Port to Door,"40.735657,-74.1723667","35.1795543,129.0756416",KRPUS - USNYC,65.0
812,coloaded_lcl,2976769,TPEB,"1,429.61",9.753,109.60,45.04,Port to Door,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,68.0
813,coloaded_lcl,3039775,TPEB,"1,537",5.543,595.47,,Port to Door,"34.0522342,-118.2436849","1.470288,103.9029689",MYPGU - USLAX,50.0
814,coloaded_lcl,2990631,FEWB,"1,233.9",5.28,37.51,15.01,Door to Door,"51.9244201,4.4777326","1.352083,103.819836",SGSIN - NLRTM,67.0
815,coloaded_lcl,2966874,FEWB,"1,614",11.62,135.74,268.25,Port to Door,"51.961726,1.351255","25.0329694,121.5654177",TWTPE - GBFXT,80.0
816,flxt_lcl,3031293,TPEB,"4,976.5",4.07,31.38,50.72,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,38.0
817,coloaded_lcl,3003982,TPEB,"1,155.4",6.48,279.41,22.96,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,77.0
818,coloaded_lcl,3042556,TAWB,240,0.893,39.13,392.44,Door to Door,"44.64876350000001,-63.5752387","57.70887,11.97456",SEGOT - CAMTR,39.0
819,coloaded_lcl,3011976,TPEB,"1,231.24",6.11,"1,312.17",11.51,Port to Port,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,41.0
820,coloaded_lcl,2999952,TPEB,"1,020",3.276,854.00,16.37,Port to Door,"34.0522342,-118.2436849","5.4356367,100.3091",MYPEN - USLAX,92.0
821,coloaded_lcl,2990157,TPEB,993.39,8.15,64.56,196.72,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,58.0
822,coloaded_lcl,3013878,TPEB,"3,652.52",17.813,64.34,23.98,Port to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,58.0
823,coloaded_lcl,2972441,FEWB,490.09,3.6,15.29,244.30,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,65.0
824,coloaded_lcl,3022945,FEWB,730.3,5.427,180.48,11.29,Port to Door,"50.90970040000001,-1.4043509","-6.2087634,106.845599",IDJKT - GBSOU,82.0
825,coloaded_lcl,3049814,TAWB,900,4.456,92.48,149.28,Door to Door,"40.735657,-74.1723667","53.4083714,-2.9915726",GBLIV - USNYC,44.0
826,flxt_lcl,2963947,TPEB,"1,670",3.14,169.55,157.30,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,71.0
827,coloaded_lcl,3024882,TPEB,200.1,1.87,93.85,24.76,Port to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,72.0
828,coloaded_lcl,3030012,TAWB,823,2.88,19.45,311.26,Door to Door,"29.746047,-95.287854","41.3850639,2.1734035",ESBCN - USHOU,51.0
829,coloaded_lcl,2969097,TPEB,489.21,4.66,170.47,265.12,Port to Port,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,73.0
830,flxt_lcl,3012311,FEWB,732.5,6.01,98.87,28.29,Port to Door,"51.9244201,4.4777326","22.556499,114.236875",CNYTN - NLRTM,60.0
831,coloaded_lcl,3036660,TPEB,106.5,1.5,10.33,7.65,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CAVAN,
832,flxt_lcl,2927029,TPEB,"8,018.5",10.55,9.93,45.30,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,37.0
